CEN_1871,REGCNTY,REGDIST,SUBDIST,POP_DENS,TYPE,POP,ACRES,TFR,ASFR_20-24,ASFR_25-29,ASFR_30-34,ASFR_35-39,ASFR_40-44,ASFR_45-49,ILLEG_RATIO,IMR,AV_AGE,AV_AGE_F,AV_AGE_M,DEPEND,C_WORK_AGE,ELD_WORK_AGE,SR
1670004,HUNTINGDONSHIRE,HUNTINGDON,HUNTINGDON,0.457264691,agriculture,9705,21224.03104,4.56905045,145.46369,238.08305,234.45636,189.51381,91.82767,14.46551,8.185840708,122.1052632,26.91399071,27.08759413,26.72515628,68.61072423,57.39902507,11.21169916,90.13571665
1680001,HUNTINGDONSHIRE,ST. IVES,WARBOYS,0.201868412,agriculture,3212,15911.35518,5.71079625,207.15984,276.39494,294.48155,223.34974,127.8914,12.88178,5.571030641,93.06569343,26.93927126,26.79192547,27.08744535,73.66143862,61.7631152,11.89832342,102.9637761
1680002,HUNTINGDONSHIRE,ST. IVES,SOMERSHAM,0.277187193,agriculture,4226,15246.01465,5.00753385,164.71615,279.90873,278.11529,173.64653,93.91482,11.20525,4.849884527,126.6968326,27.62872693,28.00931532,27.23569024,73.83792678,60.51007816,13.32784862,98.28711256
1680003,HUNTINGDONSHIRE,ST. IVES,SWAVESEY,0.254238124,agriculture,3652,14364.48613,5.41845684,198.339478,273.683473,282.203001,224.648417,96.399738,8.417261,4.556962025,118.4210526,26.71549836,27.11153846,26.3220524,84.07258065,70.01008065,14.0625,99.79859013
1680004,HUNTINGDONSHIRE,ST. IVES,ST. IVES,0.470190501,agriculture,7734,16448.65218,4.599730025,136.123441,235.086347,233.716141,201.977153,104.986456,8.056467,6.809078772,134.9957008,27.48305742,27.65027459,27.30327429,68.60008722,56.60706498,11.99302224,90.05387484
1690001,HUNTINGDONSHIRE,ST. NEOTS,ST. NEOTS,0.307510466,agriculture,9385,30519.28642,5.0205753,152.11766,254.21569,246.00986,204.69121,125.63683,21.44381,5.177993528,143.7865973,26.58560768,27.29072165,25.83068433,72.0785177,61.16308934,10.91542836,91.26315789
1690002,HUNTINGDONSHIRE,ST. NEOTS,KIMBOLTON,0.256523695,agriculture,9126,35575.66089,5.0553094,188.51159,261.0526,275.40947,189.45471,82.62494,14.00857,7.095343681,120.2749141,27.44,27.8341222,27.03082421,76.19231512,63.02374976,13.16856536,93.17418874
1700001,BEDFORDSHIRE,BEDFORD,RISELEY,0.202945475,textile,2744,13520.87303,5.4417279,171.50101,268.18581,268.53856,246.02766,114.57865,19.51389,4.029304029,127.8195489,26.82325073,27.12296296,26.53299857,71.7146433,62.20275344,9.511889862,102.7918782
1700002,BEDFORDSHIRE,BEDFORD,SHARNBROOK,0.217756297,agriculture,2728,12527.76631,4.62446362,190.238082,244.206776,195.351965,215.801129,76.964453,2.330319,4.316546763,96.99769053,27.57294721,27.76385889,27.37490665,69.8630137,57.97011208,11.89290162,98.51668727
1700003,BEDFORDSHIRE,BEDFORD,HARROLD,0.279001684,textile,3200,11469.4648,4.87365995,150.37531,267.35444,249.03418,183.75499,102.90333,21.30974,5.53633218,119.7339246,27.281875,27.10790926,27.46271511,69.67126193,58.80169671,10.86956522,91.27789047
1700004,BEDFORDSHIRE,BEDFORD,TURVEY,0.273719535,textile,2532,9250.344503,4.445395495,185.419371,211.267348,215.616053,147.750076,119.054212,9.972039,8.370044053,105.6701031,27.62574023,27.72939217,27.53228228,63.20876289,52.44845361,10.76030928,110.8695652
1700005,BEDFORDSHIRE,BEDFORD,BEDFORD AND KEMPSTON,0.764557252,agriculture,13366,17482.01323,4.0723685,135.02818,210.33076,211.36335,173.47735,74.24784,10.02622,6.451612903,149.1491491,26.67564937,27.82637206,25.40321564,65.84729981,55.35692117,10.49037865,81.05192178
1700006,BEDFORDSHIRE,BEDFORD,BEDFORD AND CARDINGTON,0.723753729,agriculture,14133,19527.36054,4.61717175,140.3078,228.75282,254.5917,193.68259,92.63606,13.46338,5.458221024,144.2463533,25.18435952,25.75602894,24.54425443,65.68949343,58.54831144,7.141181989,83.67434848
1700007,BEDFORDSHIRE,BEDFORD,BARFORD,0.232438944,agriculture,2959,12730.22477,5.17993184,189.099727,305.668431,264.320324,198.615877,70.096082,8.185927,4.807692308,126.705653,26.56051386,26.83094751,26.29443327,72.98245614,63.2748538,9.707602339,99.76635514
1710001,BEDFORDSHIRE,BIGGLESWADE,POTTON,0.367037099,agriculture,9860,26863.76945,5.30861875,183.98889,267.80269,246.32053,227.98043,117.22588,18.40533,6.776556777,139.5348837,26.07637691,26.4132983,25.73691712,73.23844667,62.95905816,10.27938851,94.89726027
1710002,BEDFORDSHIRE,BIGGLESWADE,BIGGLESWADE,0.573476147,agriculture,18027,31434.61168,4.8543548,185.89147,227.89167,245.19042,191.28713,106.04386,14.56641,9.176122348,159.3980344,25.83205726,26.16109033,25.47698697,71.47749976,62.09685092,9.380648844,87.29508197
1720001,BEDFORDSHIRE,AMPTHILL,SHILLINGTON,0.364236618,agriculture,4694,12887.22705,5.0397667,191.52721,275.97518,230.92206,181.31441,103.01865,25.19583,8.817635271,146.4585834,25.39970156,25.13100081,25.69547694,70.70596798,62.91848617,7.787481805,88.09034908
1720002,BEDFORDSHIRE,AMPTHILL,AMPTHILL,0.458371719,agriculture,9257,20195.39952,4.86664775,157.32568,252.02015,256.22951,199.83205,93.4566,14.46556,8.585858586,143.5215947,26.34860601,26.43024691,26.25830678,70.54920752,60.13638039,10.41282713,83.43475321
1720003,BEDFORDSHIRE,AMPTHILL,CRANFIELD,0.330824963,textile,3575,10806.31874,5.675341,190.01897,285.3352,264.54413,246.47824,127.11187,21.57979,7.888040712,119.8156682,25.85894207,25.57842598,26.14920273,78.56071964,67.81609195,10.74462769,91.85043145
1730001,BEDFORDSHIRE,WOBURN,WOBURN,0.385752734,agriculture,6591,17086.07463,4.3585486,118.44181,202.86786,250.42577,191.96454,97.4217,10.58804,7.368421053,120.441989,27.72207792,28.03129748,27.36737539,68.76712329,56.1369863,12.63013699,81.68242907
1730002,BEDFORDSHIRE,WOBURN,TODDINGTON,0.375048758,agriculture,4938,13166.2881,4.798094355,148.275707,253.267803,247.601913,198.397881,100.080254,11.995313,11.06719368,155.8441558,26.23318476,26.6713615,25.76260504,69.79704162,59.92432061,9.872721018,84.3373494
1740001,BEDFORDSHIRE,LEIGHTON BUZZARD,LEIGHTON BUZZARD,0.795360729,agriculture,9942,12499.98855,4.6520957,159.76276,245.73407,254.21426,178.05178,77.79215,14.86412,6.337371855,140.1515152,25.71003119,25.89406618,25.50331126,66.70580342,58.16839987,8.537403556,84.410764
1740002,BEDFORDSHIRE,LEIGHTON BUZZARD,WING,0.21599512,agriculture,2479,11477.11113,4.143699985,147.587215,180.336563,215.95832,153.140432,122.384623,9.332844,8.076923077,143.8515081,26.66289867,26.70332278,26.62077494,65.13333333,55.33333333,9.8,92.55455712
1740003,BEDFORDSHIRE,LEIGHTON BUZZARD,IVINGHOE,0.383934649,agriculture,2467,6425.572698,5.50058305,192.82974,258.05911,291.32794,227.0081,113.55907,17.33265,6.439393939,163.5514019,25.04097363,25.0744,25.00658436,73.83638928,65.16220028,8.674188999,88.06366048
1740004,BEDFORDSHIRE,LEIGHTON BUZZARD,EDLESBOROUGH,0.46134905,agriculture,3779,8191.194924,4.841738,157.41407,225.76856,230.82889,224.22192,111.69813,18.41603,8.333333333,99.2481203,24.92775867,24.6974151,25.17940199,70.6865402,63.00813008,7.678410117,85.42713568
1750001,BEDFORDSHIRE,LUTON,DUNSTABLE,0.675246341,agriculture,9625,14254.05725,3.93185235,123.39514,203.67255,205.16433,163.03035,74.71218,16.39592,6.406080347,136.3321799,26.3945345,27.10542,25.49753231,61.15204287,53.70060281,7.451440054,69.32237029
1750002,BEDFORDSHIRE,LUTON,LUTON,0.915247982,agriculture,24643,26924.94328,4.16774345,138.32164,203.06084,225.85881,170.06267,79.5552,16.68953,9.76744186,182.0325901,24.75106013,25.19660212,24.18169273,61.87892259,56.04079498,5.838127615,69.52233182
1760001,CAMBRIDGESHIRE,CAXTON,CAXTON,0.227354752,agriculture,11661,51289.88904,5.5636933,187.95627,275.34716,268.10314,237.00646,123.60874,20.71689,7.517619421,132.5123153,25.63890552,25.88619898,25.40705765,77.54668286,67.45103993,10.09564293,107.5299307
1770001,CAMBRIDGESHIRE,CHESTERTON,WILLINGHAM,0.285865634,agriculture,10013,35026.94559,5.14522755,202.98113,251.18177,254.46711,200.17584,99.89711,20.34255,3.842364532,121.3768116,26.85984583,27.37545054,26.34434434,74.08504705,62.14708958,11.93795748,100.840042
1770002,CAMBRIDGESHIRE,CHESTERTON,FULBOURN,0.427666747,agriculture,9867,23071.7026,4.94967985,195.56064,250.15249,255.20214,198.39052,78.30104,12.32914,6.360078278,138.9375365,27.14999493,27.84655208,26.48233426,69.39055794,58.04291845,11.34763948,103.6713287
1770003,CAMBRIDGESHIRE,CHESTERTON,GREAT SHELFORD,0.352759512,agriculture,8068,22871.10548,5.5979809,198.93588,296.62318,278.20466,220.20904,110.47639,15.14703,2.491103203,119.0994916,26.12139738,26.53423263,25.72442487,70.2783089,60.12322074,10.15508817,109.6659243
1780001,CAMBRIDGESHIRE,CAMBRIDGE,ST ANDREW THE LESS,11.37667988,semi-professional,15958,1402.693947,4.6419536,173.22189,252.36339,236.48171,174.89014,79.94308,11.49051,5.888827738,146.8401487,25.89737305,26.72495796,24.98905879,63.33401766,54.59864504,8.735372613,89.53307393
1780002,CAMBRIDGESHIRE,CAMBRIDGE,ST MARY THE GREAT,16.13686419,professional,4246,263.1242322,2.97971104,65.674572,139.363634,160.325267,153.90405,68.191792,8.482893,1.127819549,144.7028424,27.25535925,27.6988939,26.65521064,45.37671233,36.98630137,8.390410959,69.47185142
1780003,CAMBRIDGESHIRE,CAMBRIDGE,ST ANDREW THE GREAT,36.78565755,professional,5653,153.6740234,3.048539195,84.891435,158.07466,210.977993,119.772351,27.566275,8.425125,2.784810127,150,28.4841621,29.4553021,27.17532198,46.02067183,37.18346253,8.837209302,68.92186818
1780004,CAMBRIDGESHIRE,CAMBRIDGE,ST GILES,2.964212928,semi-rural,4221,1423.986772,4.4802902,162.03063,173.25893,240.72716,197.99525,105.8658,16.18027,5.698005698,159.0909091,26.42762379,27.32517794,25.40496706,58.74388868,50.43249342,8.311395261,86.72752809
1790001,CAMBRIDGESHIRE,LINTON,DUXFORD,0.334903168,agriculture,5161,15410.42453,5.72594675,198.64839,301.06843,295.10941,196.81319,125.08127,28.46866,2.793296089,90.90909091,25.74907964,25.70048671,25.80120482,76.68606642,65.52550496,11.16056145,96.17192747
1790002,CAMBRIDGESHIRE,LINTON,LINTON,0.28291137,agriculture,4715,16665.99685,5.56968005,202.16716,237.56282,307.03909,227.4343,115.61848,24.11416,8.674698795,100,27.09087067,27.01567797,27.16568297,81.30268199,67.27969349,14.02298851,101.8561485
1790003,CAMBRIDGESHIRE,LINTON,BALSHAM,0.207715366,agriculture,3892,18737.17901,5.41549505,201.34503,269.8386,250.0405,227.2327,115.65113,18.99105,5.744125326,75.53366174,27.11660232,27.42419602,26.80373832,84.38538206,69.34029426,15.0450878,99.33774834
1800001,CAMBRIDGESHIRE,NEWMARKET,CHEVELEY,0.30505896,agriculture,6697,21953.13328,4.5308882,148.24563,237.70214,233.3187,183.93917,90.73363,12.23837,6.864274571,103.7260826,26.65362211,27.25924812,26.05608309,68.5124591,57.99144224,10.52101686,100.6565657
1800002,CAMBRIDGESHIRE,NEWMARKET,NEWMARKET,0.441858959,agriculture,6610,14959.52467,4.37776275,173.70478,221.27356,221.02447,162.01363,80.3586,17.17751,10.91772152,136.1003861,26.86535552,26.95254133,26.78020335,63.5329045,52.89460663,10.63829787,105.177665
1800003,CAMBRIDGESHIRE,NEWMARKET,BOTTISHAM,0.228282645,agriculture,3582,15691.07453,5.6850524,198.39735,289.84195,281.02841,225.52825,110.08649,32.12803,4.010695187,140.776699,26.45979899,26.64798599,26.28731942,74.13709285,63.68497812,10.45211473,116.0714286
1800004,CAMBRIDGESHIRE,NEWMARKET,GAZELEY,0.179082419,agriculture,3386,18907.49531,4.4003163,124.3797,245.29093,203.50033,187.32591,98.79134,20.77505,3.071672355,78.67494824,27.33628842,27.72829964,26.94888367,78.48101266,64.08227848,14.39873418,98.74213836
1800005,CAMBRIDGESHIRE,NEWMARKET,SOHAM,0.300173828,agriculture,9223,30725.53012,5.2183265,194.31144,252.53342,263.86781,208.91237,102.25589,21.78437,4.531085353,175.0167001,27.25154572,27.43658326,27.06436832,75.0997151,62.22222222,12.87749288,97.78362134
1810001,CAMBRIDGESHIRE,ELY,HADDENHAM,0.247135616,agriculture,4063,16440.36607,5.34846935,182.62689,292.2614,286.19199,173.01305,111.86242,23.73812,5.841121495,153.7356322,27.26778243,27.48198637,27.04878049,75.5075594,62.98056156,12.52699784,102.5371829
1810002,CAMBRIDGESHIRE,ELY,SUTTON,0.199457671,agriculture,3924,19673.34711,5.920057935,213.707803,297.847266,289.593758,266.981866,107.040619,8.840275,5.79064588,129.6829971,26.274815,26.71104231,25.84805654,74.17777778,64.26666667,9.911111111,100.1779359
1810003,CAMBRIDGESHIRE,ELY,ELY,0.518614033,semi-rural,8102,15622.40798,4.57792535,167.27028,224.34234,232.17379,181.57316,91.53,18.6955,6.106870229,134.2701015,27.08116121,27.11986548,27.04018311,67.1484617,56.10158992,11.04687177,92.03013481
1810004,CAMBRIDGESHIRE,ELY,LITTLEPORT,0.218147948,agriculture,6195,28398.1585,5.6292993,242.83614,254.81426,271.52403,227.05364,105.36806,24.26373,5.094614265,158.3113456,26.29459241,26.01082458,26.58644401,71.89234184,61.68146504,10.2108768,100.7799443
1820001,CAMBRIDGESHIRE,NORTH WITCHFORD,CHATTERIS,0.271592368,agriculture,8522,31377.90681,4.9064706,197.29909,265.42652,257.24754,168.81962,78.22732,14.27403,8.441558442,134.9693252,27.07336542,27.34121864,26.81472081,69.49860724,58.21727019,11.28133705,99.12836767
1820002,CAMBRIDGESHIRE,NORTH WITCHFORD,MARCH,0.257233837,agriculture,7063,27457.50751,5.2773651,176.7009,288.87176,257.13278,215.77335,97.53108,19.46315,4.6854083,148.8372093,26.63976211,27.03347398,26.24066153,69.43378119,58.66122841,10.77255278,100.4810005
1830001,CAMBRIDGESHIRE,WHITTLESEY,WHITTLESEY,0.267130801,agriculture,7002,26211.87815,5.3703896,177.6664,281.54222,277.30689,202.89394,122.67286,11.99561,7.659574468,157.7490775,27.25407027,27.63147686,26.85263778,76.23961742,63.10093129,13.13868613,93.23929961
1840001,CAMBRIDGESHIRE,WISBECH,LEVERINGTON,0.220593557,agriculture,5754,26084.17071,5.44275585,178.7548,289.63087,285.79277,219.72037,91.39735,23.25501,4.968944099,128.1800391,26.04900938,26.09055809,26.00826162,71.40303843,61.96008341,9.442955019,101.3797241
1840002,CAMBRIDGESHIRE,WISBECH,WISBECH,1.447226968,semi-rural,9362,6468.923126,3.69905792,126.120986,184.156133,185.627184,151.228186,84.258156,8.420939,10.63569682,143.7081162,28.68106952,29.54728529,27.6571762,62.21374046,49.30603747,12.90770298,77.90123457
1840003,CAMBRIDGESHIRE,WISBECH,WALPOLE ST PETER,0.193195839,agriculture,2915,15088.3167,4.8659334,189.28683,252.72869,258.36393,164.23012,91.23785,17.33926,4.620462046,118.4210526,26.51784489,26.26568758,26.78460452,68.34199884,58.34777585,9.994222992,99.88452656
1840004,CAMBRIDGESHIRE,WISBECH,TERRINGTON ST CLEMENT,0.25504272,agriculture,5349,20972.95701,4.68556065,176.22663,251.1934,212.48545,191.16374,86.05397,19.98894,7.692307692,160.1382488,27.19693286,27.47890536,26.92378498,70.12408527,59.05186128,11.07222399,101.2163892
1840005,CAMBRIDGESHIRE,WISBECH,WALSOKEN,0.291353724,agriculture,5762,19776.64786,4.9970862,157.76002,265.20553,261.29997,195.26095,100.46291,19.42786,5.565217391,133.192389,27.22530811,27.79506831,26.6057971,72.74362819,60.77961019,11.96401799,90.57142857
1840006,CAMBRIDGESHIRE,WISBECH,UPWELL,0.251924238,agriculture,5067,20113.18978,4.82254935,176.49667,253.94729,253.88777,193.60572,64.33234,22.24008,4.214559387,147.6510067,27.15732333,27.43232939,26.86205485,63.73626374,53.10277957,10.63348416,95.20504732
1850001,ESSEX,WEST HAM,STRATFORD,27.5819947,transport,23286,844.2464098,4.971156015,194.376127,276.560033,260.04911,178.076053,75.330301,9.839579,2.079722704,144.2107258,24.40902042,24.8125107,24,61.44377217,57.0832464,4.360525767,98.55012428
1850002,ESSEX,WEST HAM,WEST HAM,6.286804554,semi-rural,44642,7100.904699,5.5817972,231.62513,297.56798,285.14664,196.13765,90.98999,14.89205,1.928068224,157.827476,23.05364493,23.19938007,22.91168243,74.45163822,70.16676476,4.284873455,105.7232806
1850003,ESSEX,WEST HAM,LEYTON,3.626550468,professional,15513,4277.618672,4.13312885,128.70847,229.81549,219.91076,161.83768,74.77248,11.58089,6.744666208,129.4532628,24.69257631,25.20634164,24.08339223,78.11564156,69.4194886,8.69615296,73.57057177
1850004,ESSEX,WEST HAM,WALTHAMSTOW,2.378856932,professional,15701,6600.228787,4.21003325,128.78627,208.48006,243.05596,164.87847,79.85153,16.95436,2.149093351,116.0868068,25.53079329,26.33608685,24.58234885,67.01129823,59.33702835,7.674269878,79.5941807
1860001,ESSEX,EPPING,CHIGWELL,0.646445867,agriculture,8967,13871.23107,4.7656702,119.34137,229.33541,269.97909,200.17893,117.27334,17.0259,3.783783784,107.1428571,25.48844289,25.37113622,25.62015318,70.42659493,62.0292083,8.397386626,85.19572954
1860002,ESSEX,EPPING,EPPING,0.325232761,agriculture,5566,17113.89709,4.8603662,148.12812,253.93342,280.58348,183.3731,85.17789,20.87723,5.813953488,136.5187713,27.59273904,27.80757801,27.3913649,72.36679058,59.41759603,12.94919455,106.3938619
1860003,ESSEX,EPPING,HARLOW,0.338113604,agriculture,5707,16878.94226,4.5202306,140.17572,216.10812,246.06051,181.17733,101.79658,18.72786,3.653846154,114.1104294,27.04960561,27.31766382,26.78978253,70.80838323,60.35928144,10.4491018,106.0456508
1870001,ESSEX,ONGAR,BOBBINGWORTH,0.230733458,agriculture,5568,24131.74083,5.74943775,170.26896,306.17505,316.01568,231.25867,106.08214,20.08705,5.303030303,122.0095694,27.09090909,26.77177634,27.38202637,80.09803922,66.99346405,13.10457516,118.1040627
1870002,ESSEX,ONGAR,CHIPPING ONGAR,0.261149153,agriculture,5955,22803.06077,4.471406075,126.386416,184.145813,256.96831,197.39994,119.473224,9.907512,7.648183556,109.8130841,27.49268293,27.99423423,27.05362776,68.9880614,57.07788516,11.91017624,111.6726835
1880001,ESSEX,ROMFORD,ROMFORD,0.722857529,agriculture,11487,15891.09823,5.01440985,178.31638,259.78638,261.3045,189.17941,96.29666,17.99864,6.183889341,130.3270565,26.12866109,26.2058307,26.05261336,72.43348865,62.61836765,9.815120998,100.7543754
1880002,ESSEX,ROMFORD,ILFORD,0.696125626,agriculture,5947,8542.998242,5.5510725,205.93392,255.81942,284.23285,238.76153,111.43557,14.03121,3.381642512,123.5632184,25.59939455,26.19560068,25.01036443,77.33373099,67.07426186,10.25946913,99.22756982
1880003,ESSEX,ROMFORD,BARKING TOWN,1.718519153,semi-rural,6576,3826.55031,5.0672929,174.45861,258.8233,263.41402,191.11911,110.30207,15.34147,3.650586701,153.2540238,24.26342436,24.75130133,23.7120915,71.57146618,64.35904185,7.212424322,86.86669946
1880004,ESSEX,ROMFORD,HORNCHURCH,0.3578377,agriculture,6979,19503.25524,5.18127765,174.95193,259.74013,285.76013,202.7011,98.3483,14.75394,2.522255193,128.9424861,25.67793441,26.01379513,25.3551481,74.27926799,65.02882928,9.250438706,107.7604167
1890001,ESSEX,ORSETT,GRAYS,0.468066507,agriculture,7042,15044.87055,4.9039773,202.64809,253.35188,255.12135,173.17229,83.42625,13.0756,3.496503497,136.0123648,24.1635989,25.06313379,23.51243192,66.4,59.72571429,6.674285714,158.8757396
1890002,ESSEX,ORSETT,ORSETT,0.22613056,agriculture,6130,27108.23337,5.34986385,204.60625,263.71162,270.35632,216.77246,99.74257,14.78355,4.424778761,108.9536138,26.68721461,25.70722576,27.44351344,66.31407648,57.22809873,9.08597776,141.2958115
1900001,ESSEX,BILLERICAY,BRENTWOOD,0.689634296,agriculture,10781,15632.92321,3.50278125,124.18669,198.96903,175.21803,127.15514,63.74882,11.27854,4.292929293,123.9349342,26.31273844,27.16606498,25.57420587,54.69987045,47.50251907,7.197351375,124.4588045
1900002,ESSEX,BILLERICAY,GREAT BURSTEAD,0.241534895,agriculture,5017,20771.32586,5.4765017,198.24314,280.76038,273.63878,217.41336,113.0204,12.22428,8.210526316,116.6666667,27.63536683,27.05544148,28.18248741,75.69176883,62.20665499,13.48511384,110.2356406
1900003,ESSEX,BILLERICAY,WICKFORD,0.136255113,agriculture,2064,15148.05544,5.26397321,147.295595,296.538824,261.194875,224.10476,114.111815,9.548773,1.604278075,119.4968553,26.87887597,25.55057351,28.03167421,64.59330144,56.29984051,8.293460925,128.8321168
1910001,ESSEX,CHELMSFORD,INGATESTONE,0.233025182,agriculture,6493,27863.94135,5.2215227,205.66495,220.67879,247.50389,233.59497,118.40808,18.45386,5.483870968,103.125,27.38104746,27.0170724,27.72491039,77.36311632,63.74284936,13.62026696,108.4611016
1910002,ESSEX,CHELMSFORD,CHELMSFORD,2.789667807,semi-rural,9611,3445.213074,4.356256325,143.140837,246.281252,227.462786,168.408194,79.669822,6.288374,9.131905299,138.690862,26.56290424,27.04143426,26.03679369,62.6675717,54.03020533,8.637366367,87.79477374
1910003,ESSEX,CHELMSFORD,WRITTLE,0.269527172,agriculture,5178,19211.42112,4.960942,148.88316,270.16339,257.24219,188.01077,107.38259,20.5063,3.067484663,107.5794621,26.15189628,26.36710369,25.94756696,77.90017212,66.71256454,11.18760757,109.1432685
1910004,ESSEX,CHELMSFORD,GREAT WALTHAM,0.292293458,agriculture,5633,19271.72796,5.61575425,188.28688,263.29048,293.32581,227.20902,125.16496,25.8737,3.327171904,104.7835991,26.56384301,26.75163875,26.38509532,79.44550669,67.49521989,11.95028681,104.8302872
1910005,ESSEX,CHELMSFORD,GREAT BADDOW,0.461450818,agriculture,6857,14859.65511,4.509653,129.4375,237.01152,230.35494,181.03867,107.12297,16.965,4.952076677,100.2132196,27.62175708,28.18511905,27.06892523,69.93987976,57.94088176,11.998998,101.9221042
1920001,ESSEX,ROCHFORD,RAYLEIGH,0.209108455,agriculture,4899,23428.034,5.3585535,207.3762,248.5702,281.2025,220.1174,101.9372,12.5072,5.523809524,121.3191991,27.08892069,26.57797772,27.55512119,68.16775524,58.50807838,9.659676865,119.0512048
1920002,ESSEX,ROCHFORD,PRITTLEWELL,0.987238961,agriculture,6989,7079.339734,4.389755475,141.363218,213.078223,232.432323,191.717007,94.943879,4.416445,2.752293578,139.8783666,25.6824147,25.87872763,25.4752772,60.91037072,54.08259033,6.827780385,91.12107623
1920003,ESSEX,ROCHFORD,ROCHFORD,0.246884979,agriculture,3850,15594.30637,4.93368815,168.17755,269.21808,248.20278,181.67795,103.34641,16.11486,6.5,104.6153846,26.72658689,26.11521499,27.2729064,70.76854731,60.28431808,10.48422923,122.8712871
1920004,ESSEX,ROCHFORD,GREAT WAKERING,0.326210387,agriculture,4842,14843.18157,5.0309415,186.73908,211.85021,257.096,193.72392,138.14221,18.63688,2.469135802,100.110011,24.42907289,23.13104136,25.34767278,61.59492826,55.85585586,5.739072406,176.2211982
1930001,ESSEX,MALDON,SOUTHMINSTER,0.264700088,agriculture,4944,18677.74217,5.9387642,197.69484,322.37796,288.05678,228.83575,130.12828,20.65923,3.177570093,127.4397245,26.24302302,26.22632696,26.25841817,76.9009009,66.45045045,10.45045045,107.2442121
1930002,ESSEX,MALDON,BRADWELL,0.194489592,agriculture,2955,15193.61507,7.09993175,247.94813,340.50428,341.06379,324.87689,129.11523,36.47803,6.501547988,101.7274472,25.24855688,24.95451211,25.50189633,83.37484433,73.84806974,9.526774595,123.0555556
1930003,ESSEX,MALDON,ALL SAINTS,0.202818553,agriculture,4691,23129.04777,5.4842245,203.08481,289.89254,270.18483,205.16783,114.4938,14.02109,2.898550725,91.04046243,26.48283549,25.86761905,27.02430847,71.28675067,61.81748759,9.469263078,118.7969925
1930004,ESSEX,MALDON,ST PETER,0.715703954,agriculture,7442,10398.1541,4.88081025,184.39023,269.3405,252.74116,160.89138,87.0527,21.74608,5.95084088,125.5673222,25.32631579,25.63552989,25.00701508,73.76311844,65.30734633,8.455772114,95.83088667
1930005,ESSEX,MALDON,TOLLESBURY,0.256911744,agriculture,3700,14401.83288,5.4154241,191.63134,298.79109,246.73727,236.91435,91.11964,17.89113,3.743315508,99.05660377,26.63801079,26.11904762,27.14432597,80.26407227,67.85962474,12.40444753,99.58391123
1940001,ESSEX,TENDRING,ST. OSYTH,0.239412655,agriculture,6152,25696.21893,5.8035062,208.9031,296.41462,280.26155,223.74909,120.29821,31.07467,4.332755633,114.5610278,26.98061258,26.62809917,27.32316094,81.43659474,68.93289979,12.50369495,104.4108761
1940002,ESSEX,TENDRING,THORPE,0.288077363,agriculture,6184,21466.45588,5.08726195,196.04207,257.61267,253.79722,191.81245,103.17542,15.01256,8.347529813,136.8110236,27.41334856,27.28528926,27.53818885,80.23529412,66.61764706,13.61764706,101.4218009
1940003,ESSEX,TENDRING,HARWICH,4.260593059,semi-rural,6079,1426.796673,4.510932785,195.854165,259.125674,213.498573,169.130852,57.811876,6.765417,3.36,125.9057971,26.19412433,26.43814081,25.97341577,54.60476788,47.8544542,6.750313676,118.3561644
1940004,ESSEX,TENDRING,MANNINGTREE,0.398393859,agriculture,5329,13376.21021,5.32324175,189.18628,279.3512,286.69325,200.23054,96.92835,12.25873,4.790419162,119.0765492,27.12174739,27.48071883,26.75212028,77.87162162,65.40540541,12.46621622,88.89597958
1940005,ESSEX,TENDRING,ARDLEIGH,0.270042609,agriculture,4969,18400.79987,5.7132582,204.45207,285.39977,281.44346,238.81151,107.76071,24.78412,4.320987654,107.6523995,27.09841014,27.04039571,27.15375541,77.71816881,65.30758226,12.41058655,105.2863436
1950001,ESSEX,COLCHESTER,COLCHESTER FIRST WARD,3.186402983,semi-rural,13075,4103.37301,4.00873423,118.943827,208.521737,217.988299,173.78684,73.921246,8.584897,6.048387097,141.3662239,26.21684291,26.91212216,25.53914496,54.59841864,46.9115986,7.686820046,106.9512795
1950002,ESSEX,COLCHESTER,COLCHESTER SECOND WARD,1.3165525,semi-rural,6269,4761.678704,,,,,,,,6.389776358,141.1100659,,,,,,,
1950003,ESSEX,COLCHESTER,COLCHESTER THIRD WARD,2.920725161,semi-rural,7001,2397.00746,,,,,,,,7.417974322,146.4471404,,,,,,,
1960001,ESSEX,LEXDEN,WIVENHOE,1.207119569,semi-rural,5198,4306.118578,5.416711145,226.036427,289.139743,236.849813,208.763867,114.134245,8.418134,2.451838879,101.9367992,24.32378507,25.05846702,23.4107222,91.37996219,81.77693762,9.603024575,67.93650794
1960002,ESSEX,LEXDEN,PELDON,0.267619763,agriculture,5055,18888.73953,5.025399285,199.690956,250.146676,259.15303,193.287599,94.422113,8.379483,4.972375691,101.4492754,26.38642659,26.12316034,26.66140777,79.02940135,67.90648247,11.12291888,94.4214876
1960003,ESSEX,LEXDEN,STANWAY,0.26551196,agriculture,4554,17151.76975,4.2253322,139.28301,226.23676,220.04524,159.45364,89.89087,10.15692,11.8993135,94.86166008,27.70854382,27.53761549,27.87894737,74.84639017,61.82795699,13.01843318,97.12339137
1960004,ESSEX,LEXDEN,FORDHAM,0.290724621,agriculture,4696,16152.7427,5.4676315,217.23006,306.27785,261.95856,185.79828,103.32061,18.94094,4.770642202,113.5005974,26.04177323,26.20871863,25.88517142,80.1843318,68.35637481,11.82795699,101.8604651
